epoch,lr,train_loss,val_psnr,val_lpips,nan_batches,d_loss,g_loss
1,0.0001,1.7489761027597612,20.745761590845444,0.27745428549892764,2,0.0,0.0
2,9.999506529926642e-05,1.5486582063493275,21.192495514364804,0.2702107771354563,0,0.0,0.0
3,9.998026241462927e-05,1.5206586330656022,21.4127934960758,0.263809513519792,0,0.0,0.0
4,9.99555949984788e-05,1.4998308126888578,21.756856750039493,0.23372999710195205,0,0.0,0.0
5,9.992106913713087e-05,1.4851138903981163,21.389208120458267,0.2532331606044489,0,0.0,0.0
6,9.987669334932513e-05,1.4696325470530798,21.825770995196173,0.24661393025342157,0,0.0,0.0
7,9.98224785841232e-05,1.4611022860284835,21.658963708316577,0.2397902068846366,0,0.0,0.0
8,9.97584382182072e-05,1.44733688944862,21.817401493296902,0.2477307560689309,0,0.0,0.0
9,9.968458805257911e-05,1.4375600417455037,22.043975886176614,0.22139978759429035,0,0.0,0.0
10,9.96009463086623e-05,1.4265052704584031,21.926806674284094,0.2330690455787322,0,0.0,0.0
11,9.950753362380551e-05,1.4505842271305265,21.579370947445142,0.23876135621000738,0,0.0,0.0
12,9.940437304619096e-05,1.4276530752106318,21.785477750441608,0.2516908825320356,0,0.0,0.0
13,9.929149002914754e-05,1.4113517857733227,21.675235131207636,0.26236723889322844,0,0.0,0.0
14,9.916891242487063e-05,1.4000834311757768,22.182744531070483,0.23396587985403397,0,0.0,0.0
15,9.90366704775499e-05,1.389475545239827,22.18043865877039,0.23384839164860108,0,0.0,0.0
16,9.889479681590706e-05,1.3783852249856978,21.937371422262753,0.25204477283884497,0,0.0,0.0
17,9.874332644514523e-05,1.3714995601820568,22.251344624687643,0.22981777743381612,0,0.0,0.0
18,9.858229673831191e-05,1.364668297389197,22.064375540789435,0.24478905122069752,0,0.0,0.0
19,9.841174742707771e-05,1.355620661425212,21.93583365047679,0.2418711904217215,0,0.0,0.0
20,9.823172059193318e-05,1.3484631142919026,21.923672171200025,0.24899992127628887,0,0.0,0.0
21,9.804226065180612e-05,1.3408260932044378,22.209293197183047,0.23579314394908793,0,0.0,0.0
22,9.784341435310179e-05,1.3354468194265214,22.25194600049187,0.23802312244387233,0,0.0,0.0
23,9.7635230758169e-05,1.325193985114022,22.353515849393958,0.23108864970066967,0,0.0,0.0
24,9.741776123319468e-05,1.3214597711487421,22.25700339149026,0.24528705241049037,0,0.0,0.0
25,9.719105943553004e-05,1.3160877785985432,22.28015411601347,0.24116774911389632,0,0.0,0.0
26,9.695518130045145e-05,1.3103653760183425,22.25648094626034,0.24152719273286707,0,0.0,0.0
27,9.671018502735923e-05,1.3053400488126845,22.2443608676686,0.23689633914652994,0,0.0,0.0
28,9.64561310654178e-05,1.3007041490267193,22.14282237782198,0.23995697323013754,0,0.0,0.0
29,9.619308209864077e-05,1.2952874217714583,22.28917194815243,0.2392832224859911,0,0.0,0.0
