epoch,train_loss,val_psnr,val_lpips,d_loss,g_loss,score
1,0.7396137985591476,22.343323510461897,0.2948609496023494,0.0,0.0,22.19589303566072
2,0.5969299044131526,22.853718287886522,0.23359558703355987,0.0,0.0,22.73692049436974
3,0.5584861771613605,23.64857749263291,0.23415088902322906,0.0,0.0,23.531502048121297
4,0.543165060476719,23.735852752443353,0.2294701494685263,0.0,0.0,23.62111767770909
5,0.526952813344761,23.62550805642996,0.22924739328714552,0.0,0.0,23.510884359786388
6,0.5165998029295583,23.9956551619499,0.22130965413854872,0.0,0.0,23.885000334880626
7,0.5066310362410552,23.903643301537436,0.24138631813781958,0.0,0.0,23.782950142468525
8,0.49434085913518117,23.95249022753143,0.2359417765658507,0.0,0.0,23.834519339248505
9,0.48542854424407894,24.069662741187265,0.2294572727365212,0.0,0.0,23.954934104819007
10,0.4808145293804802,24.043344926776538,0.2321334438001334,0.0,0.0,23.927278204876473
11,0.4677452675922038,24.197578586749213,0.2387716714142744,0.0,0.0,24.078192751042074
12,0.4631677953826396,24.022245672719368,0.24323694102967058,0.0,0.0,23.900627202204532
13,0.4520951237316852,24.064671100825272,0.24811907871854735,0.0,0.0,23.940611561466
14,0.44942316075544325,24.276985325007775,0.23268105253315413,0.0,0.0,24.1606447987412
15,0.4400063755160233,24.31944541236311,0.23835816887448538,0.0,0.0,24.200266327925867
16,0.42946364232442286,24.312356396949397,0.23685872122264198,0.0,0.0,24.193927036338078
17,0.42656860085889514,24.091909892147008,0.23790195066603026,0.0,0.0,23.972958916813994
18,0.4170540165567541,24.12795643798283,0.23895176131369478,0.0,0.0,24.008480557325985
19,0.4101711322933124,24.286932638586126,0.2350177376790908,0.0,0.0,24.16942376974658
20,0.4075686552198512,23.708651617633187,0.2439670651454059,0.0,0.0,23.586668085060484
21,0.44410372742437926,23.55832949373989,0.24609508507373007,2.0079476718902587,0.0374239406734705,23.435281951203024
22,0.36081257054303445,23.744533477538532,0.2442010857531511,1.9950325260162354,-0.056145108892582354,23.622432934661955
23,0.44709061142205747,23.71047520641266,0.23519064564456524,1.9972588014602661,0.03600167040061206,23.592879883590378
24,0.43656856366479685,23.507782357175092,0.2394380896599445,1.9953531093597412,0.023749414585065097,23.38806331234512
25,0.438091161692858,23.122918912548027,0.24346407772669368,1.9936883583068847,0.03057249347353354,23.00118687368468
26,0.2712070954821105,24.11728046273128,0.2308781874371683,2.0078024196624757,-0.11921853216760792,24.001841369012695
27,0.15022629867782414,23.749546807179257,0.22788975913484852,1.9966252698898315,-0.23132220494747163,23.635601927611834
28,0.17651475070494926,23.01174664521093,0.23642429404656304,1.9944241971969605,-0.20452834206819534,22.89353449818765
29,0.19565946398600284,23.51048081952435,0.22473800303645683,1.9950673303604125,-0.18693285623192787,23.39811181800612
30,0.350473459811783,23.072148180227853,0.23265926192652542,1.9958873958587646,-0.033045656686648724,22.95581854926459
31,0.381251135080355,23.54913743572424,0.21843955233838205,1.9954295415878296,0.0013305935384705662,23.43991765955505
32,0.37423831233368554,24.079470709324113,0.22352445502366136,2.014553791999817,0.0014655111534520983,23.96770848181228
33,0.11343321751640753,23.59818092761871,0.22331922069197596,1.9960529890060426,-0.24247782230377196,23.48652131727272
34,0.17350644706291699,23.4833570140773,0.2292860243346558,1.9967136268615722,-0.1866341982483864,23.36871400190997
35,0.22367077038882938,23.356644160545564,0.21756447462269024,1.9964285526275636,-0.1329797737598419,23.24786192323422
36,0.28653565607162823,23.690394531020797,0.224353594588143,1.9959889955520629,-0.06784287833049893,23.578217733726724
37,0.34923579284735107,23.2256855489584,0.22413670371668015,1.995375521659851,-0.003970439638011158,23.11361719710006
38,0.3998633156694956,23.25033350688941,0.23045173429818938,1.9936120920181275,0.0476629058792023,23.135107639740315
39,0.3283333657717299,23.2326088430238,0.22947320846404481,1.9908414125442504,-0.024025858324952423,23.11787223879178
40,0.3063251700156246,23.466903407340233,0.22049509685040722,2.013945736885071,-0.03331942044198513,23.35665585891503
41,0.3305302924845439,23.469758163285984,0.22703118104919448,1.9964323329925537,-0.005752037718775682,23.35624257276139
42,0.3366421545474629,23.712649856331822,0.22050781626872493,1.9949873352050782,-0.0030110051572555677,23.60239594819746
43,0.3149657656894481,23.50124053283614,0.21879671167184966,1.9947090492248536,-0.027949359317077323,23.391842177000214
44,0.3058130793326822,23.72833027842904,0.23610358359198635,1.995442413330078,-0.037681533992290496,23.61027848663305
45,0.28770635984026477,23.607613311562027,0.22428718181571083,1.9965801219940185,-0.05318008275516331,23.49546972065417
46,0.30449933693357156,23.486769151789076,0.23752136692004633,1.9963951587677002,-0.03423171913949773,23.36800846832905
47,0.3015714193341278,23.58839982584974,0.2195044604168164,1.9956459169387817,-0.03649682166986167,23.478647595641334
48,0.30299600491483963,24.209646381545568,0.21730879432566103,2.035672655105591,-0.03216679229121655,24.100991984382738
49,0.5978316454409125,23.747317716080566,0.2189695093687313,1.9968994436264038,0.28667884463071824,23.6378329613962
50,0.6633576893275772,23.636379943633884,0.21934218741008296,1.995674126625061,0.3513794264793396,23.52670884992884
51,0.643219734140437,23.559355102347297,0.22131545409623116,1.9954204568862914,0.32906967091560363,23.448697375299183
52,0.5928631340983077,23.570236744277086,0.21768546396234792,1.99554425239563,0.27729459273815155,23.461394012295912
53,0.6038650807851259,23.63312595237156,0.2268393509506203,1.996092833518982,0.28851068365573884,23.51970627689625
54,0.5513985294854596,23.657780885749006,0.2309790048620499,1.9965966424942017,0.23777223801612854,23.54229138331798
