Comparison_Family,Champion,Baseline,Metric,Metric_Direction,n_pairs,n_zero_diff_excluded,champion_mean,baseline_mean,champion_better,wilcoxon_stat,p_value,p_value_corrected,significance_corrected,significance_raw
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-202_ATTENTION_UNET_L1,sharpness_ratio,closer_to_one,10,0,0.5133573900507642,0.47198271439939815,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-202_ATTENTION_UNET_L1,sharpness_ratio_enh,closer_to_one,10,0,0.5578420852065369,0.4418544659950734,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-204_DENSE_UNET_L1,psnr_roi,higher,10,0,24.530626913965826,23.93297550985014,champion,9.0,0.064453125,0.11637369791666666,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-204_DENSE_UNET_L1,ssim_roi,higher,10,0,0.7399035133596957,0.7464025024145591,baseline,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-204_DENSE_UNET_L1,mae,lower,10,0,0.1884997449494027,0.19996557630415396,champion,15.0,0.232421875,0.328422214673913,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-204_DENSE_UNET_L1,calibration_bias,closer_to_zero,10,0,-0.0070294826001139924,-0.024713108254292827,champion,13.0,0.16015625,0.24786086309523808,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-204_DENSE_UNET_L1,variance_ratio,closer_to_one,10,0,0.9053367195380391,0.9155321448571602,baseline,25.0,0.845703125,0.8656803641732284,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-204_DENSE_UNET_L1,psnr_enh,higher,10,0,17.645670090758653,16.549012428424625,champion,6.0,0.02734375,0.05827356557377049,ns,*
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-204_DENSE_UNET_L1,ssim_enh,higher,10,0,0.5954492690299811,0.5778474127497493,champion,12.0,0.130859375,0.20745998475609756,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-204_DENSE_UNET_L1,grad_enh,lower,10,0,1.246381259554099,1.2171089960457908,baseline,6.0,0.02734375,0.05827356557377049,ns,*
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-204_DENSE_UNET_L1,lpips,lower,10,0,0.23190434431522516,0.24364833890638912,champion,3.0,0.009765625,0.023953419811320754,*,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-204_DENSE_UNET_L1,lpips_enh,lower,10,0,0.02621141547816938,0.027394041663475994,champion,23.0,0.6953125,0.740906762295082,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-204_DENSE_UNET_L1,sharpness_pred,higher,10,0,0.30285367222299914,0.27663136811914146,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-204_DENSE_UNET_L1,sharpness_ratio,closer_to_one,10,0,0.5133573900507642,0.46634558673883353,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-204_DENSE_UNET_L1,sharpness_ratio_enh,closer_to_one,10,0,0.5578420852065369,0.41565515746232534,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-303_T1_T2_FLAIR_TO_T1CE,psnr_roi,higher,10,0,24.530626913965826,24.362768928329988,champion,14.0,0.193359375,0.2922874273255814,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-303_T1_T2_FLAIR_TO_T1CE,ssim_roi,higher,10,0,0.7399035133596957,0.7433615887957976,baseline,12.0,0.130859375,0.20745998475609756,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-303_T1_T2_FLAIR_TO_T1CE,mae,lower,10,0,0.1884997449494027,0.1898806137605311,champion,24.0,0.76953125,0.8003125,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-303_T1_T2_FLAIR_TO_T1CE,calibration_bias,closer_to_zero,10,0,-0.0070294826001139924,-0.02750469640935812,champion,2.0,0.005859375,0.015234375,*,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-303_T1_T2_FLAIR_TO_T1CE,variance_ratio,closer_to_one,10,0,0.9053367195380391,0.9324449356805488,baseline,6.0,0.02734375,0.05827356557377049,ns,*
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-303_T1_T2_FLAIR_TO_T1CE,psnr_enh,higher,10,0,17.645670090758653,17.754210479857914,baseline,20.0,0.4921875,0.5816761363636364,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-303_T1_T2_FLAIR_TO_T1CE,ssim_enh,higher,10,0,0.5954492690299811,0.5983460052530163,baseline,23.0,0.6953125,0.740906762295082,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-303_T1_T2_FLAIR_TO_T1CE,grad_enh,lower,10,0,1.246381259554099,1.2393692465928452,baseline,21.0,0.556640625,0.6292459239130435,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-303_T1_T2_FLAIR_TO_T1CE,lpips,lower,10,0,0.23190434431522516,0.26047128951217635,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-303_T1_T2_FLAIR_TO_T1CE,lpips_enh,lower,10,0,0.02621141547816938,0.02889715774878014,champion,5.0,0.01953125,0.04534040178571428,*,*
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-303_T1_T2_FLAIR_TO_T1CE,sharpness_pred,higher,10,0,0.30285367222299914,0.2953301272997932,champion,2.0,0.005859375,0.015234375,*,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-303_T1_T2_FLAIR_TO_T1CE,sharpness_ratio,closer_to_one,10,0,0.5133573900507642,0.5004316568750191,champion,2.0,0.005859375,0.015234375,*,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-303_T1_T2_FLAIR_TO_T1CE,sharpness_ratio_enh,closer_to_one,10,0,0.5578420852065369,0.5294579048870516,champion,4.0,0.013671875,0.03231534090909091,*,*
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-402_MULTI_ENCODER_STEP1_T1_T2_F,psnr_roi,higher,10,0,24.530626913965826,24.231758753875067,champion,12.0,0.130859375,0.20745998475609756,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-402_MULTI_ENCODER_STEP1_T1_T2_F,ssim_roi,higher,10,0,0.7399035133596957,0.7462998433676209,baseline,6.0,0.02734375,0.05827356557377049,ns,*
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-402_MULTI_ENCODER_STEP1_T1_T2_F,mae,lower,10,0,0.1884997449494027,0.1927807699346123,champion,22.0,0.625,0.6885593220338984,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-402_MULTI_ENCODER_STEP1_T1_T2_F,calibration_bias,closer_to_zero,10,0,-0.0070294826001139924,-0.0322618378915579,champion,1.0,0.00390625,0.011541193181818182,*,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-402_MULTI_ENCODER_STEP1_T1_T2_F,variance_ratio,closer_to_one,10,0,0.9053367195380391,0.9373776865760759,baseline,9.0,0.064453125,0.11637369791666666,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-402_MULTI_ENCODER_STEP1_T1_T2_F,psnr_enh,higher,10,0,17.645670090758653,17.352264855765455,champion,21.0,0.556640625,0.6292459239130435,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-402_MULTI_ENCODER_STEP1_T1_T2_F,ssim_enh,higher,10,0,0.5954492690299811,0.5943313263319955,champion,23.0,0.6953125,0.740906762295082,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-402_MULTI_ENCODER_STEP1_T1_T2_F,grad_enh,lower,10,0,1.246381259554099,1.23214050459925,baseline,17.0,0.322265625,0.4189453125,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-402_MULTI_ENCODER_STEP1_T1_T2_F,lpips,lower,10,0,0.23190434431522516,0.24237545254704104,champion,3.0,0.009765625,0.023953419811320754,*,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-402_MULTI_ENCODER_STEP1_T1_T2_F,lpips_enh,lower,10,0,0.02621141547816938,0.027159507088054778,champion,20.0,0.4921875,0.5816761363636364,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-402_MULTI_ENCODER_STEP1_T1_T2_F,sharpness_pred,higher,10,0,0.30285367222299914,0.28166135935332065,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-402_MULTI_ENCODER_STEP1_T1_T2_F,sharpness_ratio,closer_to_one,10,0,0.5133573900507642,0.47707622671810324,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-402_MULTI_ENCODER_STEP1_T1_T2_F,sharpness_ratio_enh,closer_to_one,10,0,0.5578420852065369,0.47793978209005694,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-500_GUIDED_RESATTENTION_T1T2F,psnr_roi,higher,10,0,24.530626913965826,24.396093148388793,champion,18.0,0.375,0.4733009708737864,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-500_GUIDED_RESATTENTION_T1T2F,ssim_roi,higher,10,0,0.7399035133596957,0.7457488837133652,baseline,9.0,0.064453125,0.11637369791666666,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-500_GUIDED_RESATTENTION_T1T2F,mae,lower,10,0,0.1884997449494027,0.18958276818050007,champion,27.0,1.0,1.0,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-500_GUIDED_RESATTENTION_T1T2F,calibration_bias,closer_to_zero,10,0,-0.0070294826001139924,-0.0373979319810064,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-500_GUIDED_RESATTENTION_T1T2F,variance_ratio,closer_to_one,10,0,0.9053367195380391,0.9084254674381983,baseline,27.0,1.0,1.0,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-500_GUIDED_RESATTENTION_T1T2F,psnr_enh,higher,10,0,17.645670090758653,17.42188800012384,champion,17.0,0.322265625,0.4189453125,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-500_GUIDED_RESATTENTION_T1T2F,ssim_enh,higher,10,0,0.5954492690299811,0.5920774603265624,champion,21.0,0.556640625,0.6292459239130435,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-500_GUIDED_RESATTENTION_T1T2F,grad_enh,lower,10,0,1.246381259554099,1.222596850525234,baseline,9.0,0.064453125,0.11637369791666666,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-500_GUIDED_RESATTENTION_T1T2F,lpips,lower,10,0,0.23190434431522516,0.26097824160376104,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-500_GUIDED_RESATTENTION_T1T2F,lpips_enh,lower,10,0,0.02621141547816938,0.027986221505857122,champion,13.0,0.16015625,0.24786086309523808,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-500_GUIDED_RESATTENTION_T1T2F,sharpness_pred,higher,10,0,0.30285367222299914,0.2859223472513015,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-500_GUIDED_RESATTENTION_T1T2F,sharpness_ratio,closer_to_one,10,0,0.5133573900507642,0.48570457643275544,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-500_GUIDED_RESATTENTION_T1T2F,sharpness_ratio_enh,closer_to_one,10,0,0.5578420852065369,0.49772044316089764,champion,1.0,0.00390625,0.011541193181818182,*,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-601_EDM,psnr_roi,higher,10,0,24.530626913965826,22.04640750243884,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-601_EDM,ssim_roi,higher,10,0,0.7399035133596957,0.6994033201138684,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-601_EDM,mae,lower,10,0,0.1884997449494027,0.2413105472411124,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-601_EDM,calibration_bias,closer_to_zero,10,0,-0.0070294826001139924,0.024225173877694982,champion,2.0,0.005859375,0.015234375,*,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-601_EDM,variance_ratio,closer_to_one,10,0,0.9053367195380391,1.01996842224912,baseline,1.0,0.00390625,0.011541193181818182,*,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-601_EDM,psnr_enh,higher,10,0,17.645670090758653,17.39470091015353,champion,15.0,0.232421875,0.328422214673913,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-601_EDM,ssim_enh,higher,10,0,0.5954492690299811,0.5468271544641627,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-601_EDM,grad_enh,lower,10,0,1.246381259554099,1.5059751277657583,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-601_EDM,lpips,lower,10,0,0.23190434431522516,0.1904335415790463,baseline,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-601_EDM,lpips_enh,lower,10,0,0.02621141547816938,0.029080812865075124,champion,16.0,0.275390625,0.3729248046875,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-601_EDM,sharpness_pred,higher,10,0,0.30285367222299914,0.5777340526271075,baseline,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-601_EDM,sharpness_ratio,closer_to_one,10,0,0.5133573900507642,0.9696699599431776,baseline,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-601_EDM,sharpness_ratio_enh,closer_to_one,10,0,0.5578420852065369,0.9205586289195029,baseline,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-713_MULTISCALE_CROSS_ATTENTION,psnr_roi,higher,10,0,24.530626913965826,24.10829954654395,champion,9.0,0.064453125,0.11637369791666666,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-713_MULTISCALE_CROSS_ATTENTION,ssim_roi,higher,10,0,0.7399035133596957,0.7486851508114903,baseline,8.0,0.048828125,0.09765625,ns,*
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-713_MULTISCALE_CROSS_ATTENTION,mae,lower,10,0,0.1884997449494027,0.19503966296257333,champion,22.0,0.625,0.6885593220338984,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-713_MULTISCALE_CROSS_ATTENTION,calibration_bias,closer_to_zero,10,0,-0.0070294826001139924,-0.029814018318401737,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-713_MULTISCALE_CROSS_ATTENTION,variance_ratio,closer_to_one,10,0,0.9053367195380391,0.9166592704010135,baseline,16.0,0.275390625,0.3729248046875,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-713_MULTISCALE_CROSS_ATTENTION,psnr_enh,higher,10,0,17.645670090758653,17.260865116804307,champion,18.0,0.375,0.4733009708737864,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-713_MULTISCALE_CROSS_ATTENTION,ssim_enh,higher,10,0,0.5954492690299811,0.587535760101269,champion,20.0,0.4921875,0.5816761363636364,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-713_MULTISCALE_CROSS_ATTENTION,grad_enh,lower,10,0,1.246381259554099,1.2281298383553378,baseline,16.0,0.275390625,0.3729248046875,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-713_MULTISCALE_CROSS_ATTENTION,lpips,lower,10,0,0.23190434431522516,0.2518465200761625,champion,2.0,0.005859375,0.015234375,*,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-713_MULTISCALE_CROSS_ATTENTION,lpips_enh,lower,10,0,0.02621141547816938,0.025543123720444084,baseline,21.0,0.556640625,0.6292459239130435,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-713_MULTISCALE_CROSS_ATTENTION,sharpness_pred,higher,10,0,0.30285367222299914,0.31636291132235544,baseline,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-713_MULTISCALE_CROSS_ATTENTION,sharpness_ratio,closer_to_one,10,0,0.5133573900507642,0.5335446634735045,baseline,1.0,0.00390625,0.011541193181818182,*,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-713_MULTISCALE_CROSS_ATTENTION,sharpness_ratio_enh,closer_to_one,10,0,0.5578420852065369,0.4848821525083628,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-813_StratifiedEnh_Sharpness,psnr_roi,higher,10,0,24.530626913965826,24.00355466106134,champion,9.0,0.064453125,0.11637369791666666,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-813_StratifiedEnh_Sharpness,ssim_roi,higher,10,0,0.7399035133596957,0.7464056430098743,baseline,9.0,0.064453125,0.11637369791666666,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-813_StratifiedEnh_Sharpness,mae,lower,10,0,0.1884997449494027,0.2006083005815086,champion,10.0,0.083984375,0.1455729166666667,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-813_StratifiedEnh_Sharpness,calibration_bias,closer_to_zero,10,0,-0.0070294826001139924,-0.019824627471709225,champion,7.0,0.037109375,0.0765749007936508,ns,*
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-813_StratifiedEnh_Sharpness,variance_ratio,closer_to_one,10,0,0.9053367195380391,0.9129298042134228,baseline,22.0,0.625,0.6885593220338984,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-813_StratifiedEnh_Sharpness,psnr_enh,higher,10,0,17.645670090758653,17.170625798773763,champion,17.0,0.322265625,0.4189453125,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-813_StratifiedEnh_Sharpness,ssim_enh,higher,10,0,0.5954492690299811,0.5862083265241136,champion,19.0,0.431640625,0.53955078125,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-813_StratifiedEnh_Sharpness,grad_enh,lower,10,0,1.246381259554099,1.2396558752142102,baseline,25.0,0.845703125,0.8656803641732284,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-813_StratifiedEnh_Sharpness,lpips,lower,10,0,0.23190434431522516,0.22799440656503087,baseline,26.0,0.921875,0.936279296875,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-813_StratifiedEnh_Sharpness,lpips_enh,lower,10,0,0.02621141547816938,0.025702178230379763,baseline,24.0,0.76953125,0.8003125,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-813_StratifiedEnh_Sharpness,sharpness_pred,higher,10,0,0.30285367222299914,0.36530150062876376,baseline,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-813_StratifiedEnh_Sharpness,sharpness_ratio,closer_to_one,10,0,0.5133573900507642,0.6139391978262702,baseline,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-813_StratifiedEnh_Sharpness,sharpness_ratio_enh,closer_to_one,10,0,0.5578420852065369,0.5345121267171205,champion,15.0,0.232421875,0.328422214673913,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-816_CalibratedGate_BalancedSeg,psnr_roi,higher,10,0,24.530626913965826,23.806430938503436,champion,3.0,0.009765625,0.023953419811320754,*,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-816_CalibratedGate_BalancedSeg,ssim_roi,higher,10,0,0.7399035133596957,0.7415031751836418,baseline,23.0,0.6953125,0.740906762295082,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-816_CalibratedGate_BalancedSeg,mae,lower,10,0,0.1884997449494027,0.20411811880876535,champion,8.0,0.048828125,0.09765625,ns,*
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-816_CalibratedGate_BalancedSeg,calibration_bias,closer_to_zero,10,0,-0.0070294826001139924,-0.05508814120425679,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-816_CalibratedGate_BalancedSeg,variance_ratio,closer_to_one,10,0,0.9053367195380391,0.8378753697966005,champion,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-816_CalibratedGate_BalancedSeg,psnr_enh,higher,10,0,17.645670090758653,16.466424165709434,champion,1.0,0.00390625,0.011541193181818182,*,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-816_CalibratedGate_BalancedSeg,ssim_enh,higher,10,0,0.5954492690299811,0.5670879136674383,champion,4.0,0.013671875,0.03231534090909091,*,*
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-816_CalibratedGate_BalancedSeg,grad_enh,lower,10,0,1.246381259554099,1.2681516187218977,champion,12.0,0.130859375,0.20745998475609756,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-816_CalibratedGate_BalancedSeg,lpips,lower,10,0,0.23190434431522516,0.23562925639259125,champion,18.0,0.375,0.4733009708737864,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-816_CalibratedGate_BalancedSeg,lpips_enh,lower,10,0,0.02621141547816938,0.027223028149547468,champion,20.0,0.4921875,0.5816761363636364,ns,ns
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-816_CalibratedGate_BalancedSeg,sharpness_pred,higher,10,0,0.30285367222299914,0.3952406708184773,baseline,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-816_CalibratedGate_BalancedSeg,sharpness_ratio,closer_to_one,10,0,0.5133573900507642,0.6636139529938216,baseline,0.0,0.001953125,0.006510416666666667,**,**
champion_vs_internal,EXP-703_EDM_GAN_VGG_LPIPS,EXP-816_CalibratedGate_BalancedSeg,sharpness_ratio_enh,closer_to_one,10,0,0.5578420852065369,0.5684003721489606,baseline,20.0,0.4921875,0.5816761363636364,ns,ns
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-PGAN01_pGAN_baseline,psnr_roi,higher,10,0,24.530626913965826,24.253380870118384,champion,5.0,0.01953125,0.0380859375,*,*
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-PGAN01_pGAN_baseline,ssim_roi,higher,10,0,0.7399035133596957,0.7365441471565944,champion,10.0,0.083984375,0.14888139204545456,ns,ns
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-PGAN01_pGAN_baseline,mae,lower,10,0,0.1884997449494027,0.1943503905360752,champion,18.0,0.375,0.4717741935483871,ns,ns
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-PGAN01_pGAN_baseline,calibration_bias,closer_to_zero,10,0,-0.0070294826001139924,-0.024080391998832842,champion,0.0,0.001953125,0.007617187500000001,**,**
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-PGAN01_pGAN_baseline,variance_ratio,closer_to_one,10,0,0.9053367195380391,0.9322133472829325,baseline,5.0,0.01953125,0.0380859375,*,*
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-PGAN01_pGAN_baseline,psnr_enh,higher,10,0,17.645670090758653,17.578975743831272,champion,25.0,0.845703125,0.8679584703947368,ns,ns
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-PGAN01_pGAN_baseline,ssim_enh,higher,10,0,0.5954492690299811,0.5991439576999216,baseline,16.0,0.275390625,0.39778645833333337,ns,ns
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-PGAN01_pGAN_baseline,grad_enh,lower,10,0,1.246381259554099,1.2440198815883687,baseline,24.0,0.76953125,0.8111275337837838,ns,ns
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-PGAN01_pGAN_baseline,lpips,lower,10,0,0.23190434431522516,0.2521358324527644,champion,5.0,0.01953125,0.0380859375,*,*
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-PGAN01_pGAN_baseline,lpips_enh,lower,10,0,0.02621141547816938,0.028822995315207028,champion,5.0,0.01953125,0.0380859375,*,*
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-PGAN01_pGAN_baseline,sharpness_pred,higher,10,0,0.30285367222299914,0.327715196695456,baseline,0.0,0.001953125,0.007617187500000001,**,**
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-PGAN01_pGAN_baseline,sharpness_ratio,closer_to_one,10,0,0.5133573900507642,0.5528632007835373,baseline,0.0,0.001953125,0.007617187500000001,**,**
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-PGAN01_pGAN_baseline,sharpness_ratio_enh,closer_to_one,10,0,0.5578420852065369,0.532125332931293,champion,12.0,0.130859375,0.22189198369565216,ns,ns
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-RESVIT_Dalmaz2022,psnr_roi,higher,10,0,24.530626913965826,24.186396553975335,champion,1.0,0.00390625,0.01171875,*,**
champion_vs_sota,EXP-703_EDM_GAN_VGG_LPIPS,EXP-RESVIT_Dalmaz2022,ssim_roi,higher,10,0,0.7399035133596957,0.741021100617297,baseline,21.0,0.556640625,0.6578480113636364,ns,ns
