Experiment,Fold,psnr_roi,ssim_roi,mae,calibration_bias,variance_ratio,psnr_enh,ssim_enh,grad_enh,lpips,lpips_enh,sharpness_pred,sharpness_gt,sharpness_ratio,sharpness_ratio_enh
EXP-703_EDM_GAN_VGG_LPIPS,2,24.472705917769627,0.7396873163933585,0.1893311597655596,0.016520771564317,0.9601520786824932,18.13283692528706,0.6039908902809009,1.2436412951593316,0.238308972883405,0.0224516094590753,0.3076517718661804,0.5997624060068767,0.5211514007689775,0.5582879633468043
EXP-703_EDM_GAN_VGG_LPIPS,3,24.624185728900915,0.739831445554948,0.185640587047939,-0.019143249328176,0.9116905708064218,17.742370125026067,0.5971993672933757,1.2589997809712,0.2296181963776001,0.0286682650738288,0.3100427603813825,0.5997624060068767,0.5268433834252774,0.5820372323668446
EXP-703_EDM_GAN_VGG_LPIPS,4,24.526795564401677,0.7382886769138444,0.1880931831803718,-0.0049641543448101,0.8836245741220659,17.49069759530797,0.591434341610419,1.2471629930250858,0.2291088372521692,0.0250102822998291,0.293296978917612,0.5997624060068767,0.4944267208194623,0.5543239310164725
EXP-706_PROPOSED_FDR,0,23.91042177106415,0.7331613399628092,0.1990744173685945,0.0087193693061213,0.9650772113821195,18.36609024403385,0.6036941124888038,1.2453042681082511,0.2263857087061251,0.0193701780481444,0.3266053207108605,0.5997624060068767,0.5515866445945607,0.5544548559154692
EXP-706_PROPOSED_FDR,1,,,,,,,,,,,,,,
EXP-706_PROPOSED_FDR,2,,,,,,,,,,,,,,
EXP-706_PROPOSED_FDR,3,,,,,,,,,,,,,,
EXP-706_PROPOSED_FDR,4,,,,,,,,,,,,,,
EXP-713_MULTISCALE_CROSS_ATTENTION,0,24.108452062270864,0.7502940034814222,0.1947655872652725,-0.0110825498968748,0.9561165977879762,17.788139279128114,0.5972172578925791,1.2327801003293506,0.2488495817598609,0.0217771374968531,0.3229784127777698,0.5997624060068767,0.5449893093138728,0.5050438936324245
EXP-713_MULTISCALE_CROSS_ATTENTION,1,24.13763026518628,0.7512939710394352,0.194927875163626,-0.0330354718879312,0.9039882818561856,17.032467932321456,0.5864160119879581,1.2336315451098838,0.2636371259280634,0.0235663469004317,0.3263916693120251,0.5997624060068767,0.5510559611530308,0.4929863502319711
EXP-713_MULTISCALE_CROSS_ATTENTION,2,24.014126758760007,0.7450247083856925,0.1975053502280856,-0.0352327759102111,0.8954411808870036,17.038413104423288,0.5843793399965012,1.2264836395140992,0.2503397520131494,0.026664285225123,0.3042063242542719,0.5997624060068767,0.5138807667510668,0.4617712311518004
EXP-713_MULTISCALE_CROSS_ATTENTION,3,24.236828663684083,0.7502423731976764,0.1931722321559125,-0.0277382258482856,0.9414495476686472,17.696850599287806,0.5948568147160831,1.2261452482943676,0.2463132536768351,0.0277378024044525,0.3254851590887606,0.5997624060068767,0.5476951537583257,0.5080659235208309
EXP-713_MULTISCALE_CROSS_ATTENTION,4,24.0444599828185,0.7465706979532253,0.1948272699999701,-0.0419810680487059,0.8863007438052553,16.74845466886086,0.5748093759132236,1.2216086585289876,0.2500928870029036,0.02797004657536,0.3027529911789497,0.5997624060068767,0.5101021263912269,0.4565433640047868
