epoch,g_loss,d_loss,val_psnr,lr
1,1.5817360233383655,0.3198697176463712,21.296751801453965,0.0002
2,1.225598580210161,0.25868608812330246,20.477203643610363,0.0002
3,1.2736299065305696,0.2842309202714165,19.144687142070698,0.0002
4,1.154428488586781,0.353377929254521,22.375668967902634,0.0002
5,1.085296344576335,0.24717551692541198,22.21447540078624,0.0002
6,1.0789295599663946,0.2477017871484125,21.84296422203737,0.0002
7,1.075454727912502,0.24910193644260967,21.915808615129023,0.0002
8,1.0547766140638068,0.24873787754029922,21.211724162875313,0.0002
9,1.0391744331829393,0.2458773352128876,21.025983523748245,0.0002
10,1.0293338898757651,0.24988132074620842,21.50523274855056,0.0002
11,1.0278655833798518,0.24553001350770248,21.368221220575723,0.0002
12,1.0015012961682705,0.24911618396318397,21.63549792831464,0.0002
13,0.9755538805308461,0.24884444307630538,19.592294518935258,0.0002
14,0.9739034340668322,0.2503077948178589,21.389051262791565,0.0002
15,0.9499936486239554,0.25118575763506457,21.139955290018293,0.0002
16,0.9415376507299459,0.2503123018278038,21.676167145131867,0.0002
17,0.9326891855793912,0.251295379683063,21.60390567144132,0.0002
18,0.9335934334536248,0.25310343336374813,21.621060982123172,0.0002
19,0.9021472244265746,0.2512883465715064,20.63664834032645,0.0002
20,0.9118417524378538,0.2506822231544117,21.556025218233465,0.0002
21,0.8551185669674453,0.2521736359112283,21.692700660159602,0.0002
22,0.856805261570429,0.25200319607471705,20.534007290803274,0.0002
23,0.8992259293554014,0.25245908421071955,20.76932255751155,0.0002
24,0.8820918665291817,0.25118231416593406,21.53469556287295,0.0002
25,0.8504279179503624,0.25377378078558327,21.03575402931393,0.0002
26,0.8565163819829152,0.2539000870488005,21.277113571640836,0.0002
27,0.8608945853443212,0.253204809274711,21.62270674350036,0.0002
28,0.8323931154090013,0.2528363300493696,21.403437047160896,0.0002
29,0.8012638361045152,0.2540521078674458,21.53853516786665,0.0002
30,0.7915164364080607,0.25206326880517027,21.93997674184526,0.0002
31,0.7509636589809113,0.25309339033589384,21.803263489537414,0.0002
32,0.7717015227015671,0.25329229198159897,21.011180815407297,0.0002
33,0.7831108806003729,0.2535340519686843,21.62622310899938,0.0002
34,0.7595507870934164,0.25460132587868306,22.210888687781782,0.0002
35,0.7283857478403842,0.25261865140314027,21.748828544951802,0.0002
