epoch,lr,train_loss,val_psnr,val_lpips,nan_batches,d_loss,g_loss
1,0.0001,1.263901589494763,22.47099060058594,0.2190440934896469,3,0.0,0.0
2,9.999506529926642e-05,0.9391433230152837,22.563636627197265,0.22299931824207306,0,0.0,0.0
3,9.998026241462927e-05,0.9098577137346621,22.812984466552734,0.219621022939682,0,0.0,0.0
4,9.99555949984788e-05,0.9022993622002778,22.847961807250975,0.2314412671327591,0,0.0,0.0
5,9.992106913713087e-05,0.8808845515604372,23.012856369018554,0.23935936331748964,0,0.0,0.0
6,9.987669334932513e-05,0.8672367608105694,22.832700119018554,0.2286711937189102,0,0.0,0.0
7,9.98224785841232e-05,0.8520286913271303,23.06817596435547,0.23842330813407897,0,0.0,0.0
8,9.97584382182072e-05,0.8334161899707936,23.124933395385742,0.24812929928302765,0,0.0,0.0
9,9.968458805257911e-05,0.8178386308528759,22.99891960144043,0.23108002960681914,0,0.0,0.0
10,9.96009463086623e-05,0.8019482948161938,23.11710868835449,0.2292456442117691,0,0.0,0.0
11,9.950753362380551e-05,0.822740293873681,23.130946350097656,0.2417688947916031,0,0.0,0.0
12,9.940437304619096e-05,0.797243226899041,23.20339454650879,0.24684475600719452,0,0.0,0.0
13,9.929149002914754e-05,0.7821476887773584,23.09620964050293,0.2404002320766449,0,0.0,0.0
14,9.916891242487063e-05,0.7594415563124197,23.40212478637695,0.2369163540005684,0,0.0,0.0
15,9.90366704775499e-05,0.7448110085946542,23.33655548095703,0.22641822516918184,0,0.0,0.0
16,9.889479681590706e-05,0.729823190996896,23.434849472045897,0.24081433176994324,1,0.0,0.0
17,9.874332644514523e-05,0.7197172076613815,23.35261047363281,0.24067030727863312,0,0.0,0.0
18,9.858229673831191e-05,0.7080425401528676,23.513993911743164,0.23998003900051118,0,0.0,0.0
19,9.841174742707771e-05,0.6950823563116568,23.530225830078123,0.2390018731355667,0,0.0,0.0
20,9.823172059193318e-05,0.6859386335920404,23.21428077697754,0.24125270009040833,0,0.0,0.0
21,9.804226065180612e-05,0.6780383887114348,23.45115234375,0.2383617466688156,0,0.0,0.0
22,9.784341435310179e-05,0.6659871968958113,23.524467010498046,0.24670098781585692,0,0.0,0.0
23,9.7635230758169e-05,0.6579680950553329,23.51527671813965,0.24315601587295532,0,0.0,0.0
24,9.741776123319468e-05,0.6493458833959368,23.164857025146485,0.24277265399694442,0,0.0,0.0
25,9.719105943553004e-05,0.6395061722508183,23.482589111328124,0.24811398684978486,0,0.0,0.0
26,9.695518130045145e-05,0.6324673102961647,23.4225643157959,0.24145461082458497,0,0.0,0.0
27,9.671018502735923e-05,0.6274600446224212,23.28683395385742,0.2340875279903412,0,0.0,0.0
