epoch,train_loss,val_psnr
1,0.2579425174689842,22.78733603519659
2,0.2178068061508329,23.005287390089876
3,0.20902665333170853,23.117560949615278
4,0.2001621779320056,23.146318578998308
5,0.19515682269787704,23.22502501512405
6,0.18943823927782974,23.321686010568786
7,0.18458271786858954,23.21484877611445
8,0.18140542064311999,23.34293372174193
9,0.1804153589053204,23.320314932078123
10,0.17344046139977662,23.582015600308402
11,0.1724295536549317,23.30950613996819
12,0.1691361700369798,23.36390501995131
13,0.16618198215834268,23.320918874948976
14,0.16267915135079267,23.550608205911786
15,0.1591151338366689,23.521796255239718
16,0.15751323853314966,23.55777152072826
17,0.15461742887852786,23.43721526162121
18,0.15162238858344906,23.511445074213587
19,0.1491371902492218,23.42129187600746
20,0.14766887016880303,23.41469695108334
21,0.14374971344554105,23.414738073519846
22,0.1437213286099114,23.509200735225225
23,0.14144486601761955,23.38472426432775
24,0.13784645772725262,23.433856954737784
25,0.1387698614384149,23.406911230261258
26,0.13522152612708832,23.433421850367843
27,0.13424707291412225,23.518794775138378
28,0.13150122633816477,23.229554586655443
29,0.12930838139114806,23.2119129851
30,0.1284393989834306,23.391685018719496
31,0.1283018102705366,23.382753973190844
32,0.12598014401235583,23.522444296010942
33,0.12552359986258463,23.48338095679317
34,0.12345802424319902,23.50711272253075
