epoch,train_loss,val_psnr,val_lpips,d_loss,g_loss
1,0.8545616168292182,22.81073951069456,0.25925413831047395,0.0,0.0
2,0.7481968807575576,22.826359606079325,0.24622733883975217,0.0,0.0
3,0.7225242638009932,23.133872052803685,0.24187992804292147,0.0,0.0
4,0.7133452963258364,23.571725511628085,0.22744778537212199,0.0,0.0
5,0.6983305746950339,23.530897569745218,0.22822820537722052,0.0,0.0
6,0.6901882078095464,23.483372490849057,0.23259409680703227,0.0,0.0
7,0.6770742167884855,23.756027868840352,0.24313284918105443,0.0,0.0
8,0.6707009725034119,23.669046722189005,0.23807156632637674,0.0,0.0
9,0.6639874515002258,23.732561213660812,0.24346225935928106,0.0,0.0
10,0.6430747403584052,23.843770265578677,0.23925479217914122,0.0,0.0
11,0.6537007212115895,22.32024720780387,0.2705147418884127,0.0,0.0
12,0.7395081629161506,23.096676411160434,0.24685654931167933,0.0,0.0
13,0.6887957748815724,23.53329314513167,0.23851953652923968,0.0,0.0
14,0.6624946054882297,23.451273666220953,0.2398870305670221,0.0,0.0
15,0.6365239278760954,24.121941532327465,0.2429222174359124,0.0,0.0
16,0.6183577715855869,24.19565777768517,0.23453150172004042,0.0,0.0
17,0.6039786331170413,24.08907976824645,0.2372570835440412,0.0,0.0
18,0.6641164919798754,22.49970364608965,0.25364915763896656,0.0,0.0
19,0.7444240488410504,22.932760395582267,0.2455291917644348,0.0,0.0
20,0.7130226373102068,23.273018094634047,0.24283250733658154,0.0,0.0
21,1.4812724140889568,23.54738202103445,0.244886018904473,0.3056328272819519,0.31662769031524657
22,1.3521943787446689,23.673806919418393,0.23530249972091877,0.25642180609703064,0.26514454674720767
23,1.397157903559492,23.41131852707221,0.2355458352573973,0.254589239358902,0.2683598710298538
24,1.3426912850259465,23.65957112317525,0.23035329041541155,0.25305666208267213,0.2657600197792053
25,1.3192362469571444,23.225193180532898,0.24096761764726016,0.2520437785387039,0.26622258925437925
26,1.3270719202887318,22.676028926365024,0.24306365670343924,0.2536279491186142,0.2694022114276886
27,1.3230494488611362,23.06550869963893,0.23778132193447335,0.25091147327423097,0.2647132589817047
28,1.332292891395797,22.90048702130647,0.22908710362496643,0.25312610483169556,0.2681326752901077
29,1.3506227349154487,22.476305001512767,0.23330578414177516,0.251962268948555,0.2673266624212265
30,1.3276734885107295,22.279395342319585,0.22975630285306195,0.25143836390972135,0.26223698949813845
31,1.3198199890988211,22.248304796674173,0.2208208330409057,0.25096849155426026,0.2629280606508255
32,1.3659801434377798,22.062421029463053,0.22945874433262553,0.25676787054538724,0.2736154509782791
33,1.4037856129476949,22.352737910832392,0.22963107136568733,0.25725433230400085,0.27541024899482724
34,1.682737216814844,20.36317982773036,0.2608210073304883,0.24535783219337465,0.2877521575689316
35,1.564218947285446,21.57872657159344,0.23321076199135393,0.24731030237674714,0.27595800745487215
36,1.5470483416273348,22.22285635177003,0.24310895793644544,0.24716847825050353,0.2741490803956986
37,1.5146632279138001,21.431767648295583,0.2472158669719084,0.24794081234931944,0.27275315356254576
38,1.492535357355878,22.30466340653879,0.25595076715445275,0.2493984123468399,0.2715625983476639
39,1.4754162253153165,21.560953679055267,0.24978137945804194,0.2487233090400696,0.2710478049516678
40,1.4636836003086255,21.07395885410373,0.2455525146361813,0.24917755651474,0.27043976545333864
