epoch,train_loss,val_psnr,val_lpips,d_loss,g_loss
1,1.2689997438091247,22.74237967535129,0.24477681567414586,0.0,0.0
2,1.0942292570257268,22.964189215057488,0.22176358810137328,0.0,0.0
3,1.0602950108590443,23.056839132622965,0.23729280700728625,0.0,0.0
4,1.0412824161959144,23.078002462692627,0.23936753025016974,0.0,0.0
5,1.0176438136583204,23.284611501916622,0.25022428383354983,0.0,0.0
6,0.9909591810940568,22.87361594238864,0.2530971681059297,0.0,0.0
7,0.9732601858230493,23.07502280265964,0.24207101693007282,0.0,0.0
8,0.944671889959225,23.21112204576926,0.24757673790088539,0.0,0.0
9,0.9199955197818412,23.29291945479416,0.2525734203043585,0.0,0.0
10,0.8895101078575474,23.15084616688712,0.24519567539420842,0.0,0.0
11,0.8660180426768489,23.18023108508826,0.25514747847841585,0.0,0.0
12,0.8437306178315681,23.424303426909574,0.24900216271453945,0.0,0.0
13,0.8286011470074934,23.4852247525688,0.25014950921066254,0.0,0.0
14,0.8014142702533338,23.538280935408906,0.2470694147552219,0.0,0.0
15,0.7915293922544423,23.351840276914146,0.25062466194141425,0.0,0.0
16,0.7769522825301352,23.38794302958525,0.2505179094266178,0.0,0.0
17,0.752701172508009,23.299270467975212,0.25049588670247497,0.0,0.0
18,0.7345007306455555,23.45177016273843,0.25454938818763184,0.0,0.0
19,0.7255358366517116,23.472968435435032,0.2498971950008254,0.0,0.0
20,0.7052505673663167,23.41467978494565,0.2572106330557995,0.0,0.0
21,0.6973496114249601,23.48575209631859,0.2583431397835188,2.0114655671296298,-0.005413592303240741
22,0.5820510665144514,22.910294027701116,0.2507696865986057,1.9852864583333334,-0.12462887234157986
23,0.5712633401836104,22.739598226988143,0.23901995291685843,1.9812138310185186,-0.16037818767406323
24,0.687667201132522,22.914675817860495,0.23491681596180797,1.9864293981481482,-0.085609209979022
25,0.7162682272239217,22.664345770353208,0.24204842378947974,1.9879918981481481,-0.03331658398663556
26,0.5878774125935283,22.26375647607985,0.22989986470086385,1.9892650462962962,-0.16016755987096715
27,0.676122732907121,22.08983519624219,0.24277953197781646,1.9917607060185185,-0.07110389426902489
28,0.6662598401918324,22.562364187752397,0.23459735264930986,1.9921802662037038,-0.07742378800003617
29,0.6629291873900002,22.589910650754074,0.2336366512436921,1.9943214699074074,-0.05815500330041956
30,0.6150017565695531,22.458695135669842,0.23513968458306814,1.997366898148148,-0.10030803680419922
31,0.6898366057803298,22.30663237633125,0.23589250316720917,1.9919053819444446,-0.02502355928774233
32,0.6024487702488571,22.287577353145515,0.23626699467983478,1.9925202546296297,-0.08962439784297237
33,0.6544484085022086,22.144865408622522,0.2365966742284433,1.9914207175925926,-0.04467035973513568
34,0.6422589473778436,22.61875304271031,0.23825895419127172,1.9892722800925926,-0.049072788379810474
35,0.5170673003520129,22.8868127349859,0.23588641812902647,2.0042390046296297,-0.13914928436279297
36,0.5581972867940752,22.600290594597578,0.23729815473601334,1.9922309027777778,-0.09250972006056044
37,0.6803915071866464,22.23551131312728,0.24302085091883627,1.9895326967592593,0.02390052565821895
38,0.5463949322295764,22.675855322350557,0.23582857420548087,2.000238715277778,-0.08756475095395688
