Experiment,n_folds,psnr_roi_mean,psnr_roi_std,ssim_roi_mean,ssim_roi_std,mae_mean,mae_std,calibration_bias_mean,calibration_bias_std,variance_ratio_mean,variance_ratio_std,psnr_enh_mean,psnr_enh_std,ssim_enh_mean,ssim_enh_std,grad_enh_mean,grad_enh_std,lpips_mean,lpips_std,lpips_enh_mean,lpips_enh_std,sharpness_pred_mean,sharpness_pred_std,sharpness_gt_mean,sharpness_gt_std,sharpness_ratio_mean,sharpness_ratio_std,sharpness_ratio_enh_mean,sharpness_ratio_enh_std,total_params_mean,total_params_std,trainable_params_mean,trainable_params_std,gflops_mean,gflops_std,avg_inference_time_ms_per_slice_mean,avg_inference_time_ms_per_slice_std,throughput_slices_per_sec_mean,throughput_slices_per_sec_std
EXP-PGAN01_pGAN_baseline,5,24.253380870118388,0.18732915768265493,0.7365441471565944,0.003004569221940971,0.19435039053607514,0.004677781847858452,-0.02408039199883282,0.0121038976404932,0.9322133472829325,0.030275486956312058,17.578975743831272,0.6797556918623501,0.5991439576999216,0.018091391622096987,1.244019881588369,0.040988728184174206,0.2521358324527644,0.021293612237486718,0.028822995315207035,0.0025058620566948283,0.327715196695456,0.03993983910530735,0.5997624060068767,0.0,0.5528632007835373,0.06299610489763208,0.5321253329312929,0.10561003303345218,11390721.0,0.0,11390721.0,0.0,202.014457856,0.0,37.68580680002924,0.14147766574999412,26.535487143012045,0.09932552698156455
