epoch,train_loss,val_psnr,val_lpips,d_loss,g_loss,score
1,0.7210227624192278,21.404905481213774,0.2969973178473853,0.0,0.0,21.25640682229008
2,0.5692838212348592,22.0233623776455,0.2518819806466054,0.0,0.0,21.897421387322197
3,0.5340819966274576,22.19294564211481,0.23534586054527673,0.0,0.0,22.07527271184217
4,0.5175847614157596,22.388188692127756,0.24429814860928334,0.0,0.0,22.266039617823115
5,0.5062044080358995,22.218123709931824,0.23882535312093664,0.0,0.0,22.098711033371355
6,0.493383051581432,22.27430258825069,0.24398864579387533,0.0,0.0,22.152308265353753
7,0.4848832300819339,22.28330448841607,0.24073788385112652,0.0,0.0,22.16293554649051
8,0.47524125752007573,22.50359579434206,0.2321439823000794,0.0,0.0,22.38752380319202
9,0.467316710486108,22.343273829452116,0.23374805241960564,0.0,0.0,22.226399803242312
10,0.45718325268810583,22.541701141908117,0.239981363292543,0.0,0.0,22.421710460261846
11,0.4518466239052125,22.41600338893641,0.23356942737946362,0.0,0.0,22.299218675246678
12,0.4448654265750798,22.39515836842396,0.24491792866221174,0.0,0.0,22.272699404092855
13,0.4382191907917124,22.346252154341375,0.24069350205733203,0.0,0.0,22.22590540331271
14,0.4350486238925282,22.187021473361526,0.252532156877013,0.0,0.0,22.06075539492302
15,0.4287554718332001,22.159781168983624,0.24345525127851786,0.0,0.0,22.038053543344365
16,0.42386413492327996,22.48815131928485,0.24360981883218893,0.0,0.0,22.366346409868754
17,0.41692820282684956,22.304134081843998,0.2471342629519241,0.0,0.0,22.180566950368036
18,0.4102355250910984,22.37716971468528,0.23783122127564257,0.0,0.0,22.25825410404746
19,0.4082213644619555,22.44060644723929,0.23641111212677254,0.0,0.0,22.322400891175903
20,0.4001343294897101,22.315654187090352,0.24407221019101752,0.0,0.0,22.193618081994845
21,0.4843743618134163,21.807202613250926,0.24539805897689748,2.0047399221904696,0.0852794274539938,21.684503583762478
22,0.5068569684383243,22.362556170449864,0.22875002896368873,1.9940981287804862,0.10283365810940427,22.24818115596802
23,0.5128940608359285,21.736580056921888,0.2530213939925328,1.9961303027849349,0.1045156701047889,21.61006935992562
24,0.5104399332519384,21.264601420711756,0.2524668065198083,1.994149797492557,0.10764277730846689,21.138368017451853
25,0.5340576575911234,21.115674349240305,0.25562063334113355,1.9936206965219407,0.12834926149235032,20.98786403256974
26,0.2874410868882071,21.715225213339732,0.24461066759502387,2.021913323137495,-0.09763260478419918,21.59291987954222
27,0.29393052260113456,21.525484022653494,0.2402185113284483,1.9953932866217599,-0.08817292738424999,21.40537476698927
28,0.3896903686270926,21.23923099117533,0.24415800450310476,1.9946482607296534,0.007647052226838284,21.117151988923776
29,0.4248113958271385,21.57323522494227,0.23500232742213703,1.9951490580089508,0.0415743872345913,21.4557340612312
30,0.43709340522529017,21.265407724296796,0.2564436310476694,1.9962910215059917,0.05810010988756807,21.137185908772963
31,0.43254751247424483,21.650291268207894,0.23509209245541182,1.9954705304569669,0.05350738815272168,21.53274522198019
32,0.22834598767931968,22.11173758136922,0.23551089835603067,2.017615764860123,-0.1370199564604148,21.993982132191203
33,0.07542923991043657,21.66957293602377,0.23928255580778515,1.9968396869916765,-0.2790023296598404,21.549931658119878
34,0.19650111038393095,21.026595614363732,0.23639591381889818,1.9966674248377483,-0.15682305431082136,20.908397657454284
35,0.2776476857697294,21.4183032589916,0.24605964292273458,1.9966008123897372,-0.08146253956245288,21.29527343753023
36,0.3327974027556871,21.657336116479602,0.24523086663354335,1.9967582187955342,-0.02075008779583085,21.53472068316283
37,0.37271593579104434,21.924338783098854,0.2372894220671048,1.9964605730677407,0.018838868497238894,21.8056940720653
38,0.4130391920515013,21.751579166073466,0.2337264352174142,1.9950076653843833,0.058901471324336145,21.63471594846476
39,0.41805946445174696,21.566685838527032,0.24231612631388638,1.993413179639786,0.06501464635717667,21.44552777537009
40,0.3404056800939211,21.664288738835094,0.23476183845823914,2.006698153321705,-0.004135843769276223,21.546907819605973
41,0.4146367278034893,21.406227217717436,0.2391877668918423,1.9950437082184687,0.07639377816840784,21.286633334271514
42,0.42028696879010713,21.814358817023667,0.2356809547902193,1.9944538530849276,0.07916480432178351,21.696518339628557
43,0.3722496905201706,21.683866438378395,0.23555162279129202,1.9936735715184892,0.03128338894194236,21.56609062698275
44,0.3715762255625403,21.901622765775144,0.22810430160643502,2.0072576857748485,0.03894700119382746,21.787570614971926
45,0.48627189460179976,21.812029607752752,0.23481528015803682,1.9982948236995273,0.16129426078663933,21.694621967673733
46,0.4695433921857598,21.662878030127587,0.24222490973220398,1.9967211276765853,0.14293099253896682,21.541765575261486
47,0.45013928740955494,21.827529788609723,0.24513732810033206,1.9952446903501238,0.1229347050899551,21.704961124559556
48,0.43266103472379064,21.696212313385534,0.23628534062883064,1.9949508479663305,0.10337354018101616,21.578069643071117
49,0.40476939102585874,21.858212408480924,0.23406027250558348,1.996095994162181,0.07737005218523481,21.741182272228134
