epoch,g_loss,d_loss,val_psnr,lr
1,1.5410029982287705,0.31581354472494855,21.70351512833792,0.0002
2,1.2730754951412266,0.2582951285632445,21.591773217707875,0.0002
3,1.443976677302237,0.4665249698980952,23.305675445437355,0.0002
4,1.1012073897434465,0.2529610175884057,23.431679528217344,0.0002
5,1.0804908761113756,0.25126979086773105,23.27165679266736,0.0002
6,1.0777058438392597,0.25462127671588974,23.80646666800284,0.0002
7,1.0546168045153927,0.2545802465473597,24.070745079792566,0.0002
8,1.044805210029941,0.2592890633137219,23.860946266986296,0.0002
9,1.0250098575725708,0.2568329292330316,22.592685039059734,0.0002
10,1.0546609772792137,0.2581392684968431,23.952859326739613,0.0002
11,1.0218012141363957,0.2558670536074985,23.253666462385112,0.0002
12,1.0198804196495497,0.2622004582672167,24.026580149734034,0.0002
13,0.9950068186917618,0.2511532808341329,23.54512322979277,0.0002
14,1.0024694317969387,0.25301049254300684,24.13508915892806,0.0002
15,0.9915055307548776,0.25509832821235734,23.49040908142322,0.0002
16,0.9786198934725833,0.25641285655831386,23.465915509740068,0.0002
17,0.9745223006422531,0.2537148916518372,23.0939506464779,0.0002
18,0.9665370706738673,0.2544302155767983,23.586419725491073,0.0002
19,0.9512201399042186,0.2538258515393329,23.54612584122524,0.0002
20,0.9423644355973709,0.2523154328859656,23.125282226494758,0.0002
21,0.9347479485717656,0.25149738631620683,23.081053590991907,0.0002
22,0.9113831662402608,0.25420305106990426,23.81005112103962,0.0002
23,1.2659056819856722,0.5317594697050027,24.07035178450459,0.0002
24,0.8597178582457368,0.2520444395340509,24.017025804469604,0.0002
25,0.8293331527046495,0.2513823619879842,23.818541656228323,0.0002
26,0.8114943813628454,0.2514105731047727,24.19318525440532,0.0002
27,0.802457747395215,0.2511200719870897,24.05994665275882,0.0002
28,0.7921011008582628,0.25105124364275005,23.099710621364647,0.0002
29,0.780886154589171,0.25116719959157047,24.264078024334843,0.0002
30,0.7699380874017839,0.25138869200125885,24.15941864413316,0.0002
31,0.7597883858072895,0.25161297676934546,24.457044921426753,0.0002
32,0.7827906689017627,0.25323368249297834,24.469358982179372,0.0002
33,0.7553295373312363,0.25457837365021174,23.75054974558578,0.0002
34,0.7398380426768665,0.25288309476736703,24.069576801507463,0.0002
35,0.7477280353901635,0.2557285789046745,24.04575810426608,0.0002
36,0.7300407761943434,0.2527395983732211,24.531519637591998,0.0002
37,0.7369763254529743,0.2547862016950865,23.925203534511187,0.0002
38,0.7488995622989443,0.2573444230350613,23.89933656282145,0.0002
39,0.751076084553714,0.2525296791589892,23.885203490926074,0.0002
40,0.7242947587387484,0.25767763016546674,24.06556755468244,0.0002
41,0.7117130870249722,0.25569768164496476,24.079686893667663,0.0002
42,0.9252668279861288,0.4507037938472674,24.442022480111987,0.0002
43,0.6835824045588084,0.2529542846477324,24.245595107644395,0.0002
44,0.6714220318257114,0.2513828903235555,24.479746457326378,0.0002
45,0.67465254468289,0.2500853792228902,23.941879483603103,0.0002
46,0.6791984142713783,0.24912835989389573,24.085666976586573,0.0002
47,0.6707025951802611,0.2502977412738834,24.01084076331624,0.0002
