epoch,train_loss,val_psnr
1,0.285060412145698,22.75291447670578
2,0.23152691028650105,23.054769727386834
3,0.22064774988316607,23.501488924123738
4,0.21205962036343684,23.942282097651535
5,0.2055627997949182,24.127530336298385
6,0.20232198487093736,23.950133453065725
7,0.19761154745428386,24.209387472592656
8,0.19249272011170632,24.43148890205975
9,0.1894039784518353,24.19875204212346
10,0.18511828361460797,24.400659608681284
11,0.1816194733235976,23.92070328165254
12,0.18032226119983052,24.247925288220596
13,0.17645006118793327,24.474069315865947
14,0.17443278895413164,24.413124349975853
15,0.1712824879747694,24.22962553149452
16,0.16918404458599837,24.147483437314584
17,0.16649393217423772,24.361992038850676
18,0.16481431983582914,24.104086623798107
19,0.1629966330397862,24.345458868427805
20,0.15986770765694555,24.367695556217907
21,0.15665362660823723,24.263929741602606
22,0.1554006734366074,24.452558074504207
23,0.15265764825314918,24.37624658160609
24,0.15130908875447013,24.404119484604543
25,0.1491043910860941,24.298019184254695
26,0.14679681508558826,24.29704594599116
27,0.14611417524837786,24.314205435209193
28,0.14414720534125144,24.3292123997522
29,0.14244901942067195,24.319763340132273
30,0.13841278146590147,24.28027179569252
31,0.1383218395599334,24.331819200375758
32,0.13635230814319796,24.24377789485892
33,0.13549182503331578,24.294831296246397
34,0.13264569645058907,24.112700373708453
35,0.13034922795445014,24.403429351373713
36,0.12907693915526605,24.32044611644695
37,0.12656259267509762,24.414087506539474
