epoch,train_loss,val_psnr
1,3.7401488577711617,17.1366024513329
2,2.0599498365661613,19.901721621685446
3,1.7964539593213107,21.004741226734414
4,1.6939140633181613,22.37760575881287
5,1.655915910588352,22.687759501923196
6,1.6269572790751659,22.665436057018162
7,1.598958838334913,22.705978060093212
8,1.5934806040442746,22.866061885295103
9,1.5835898140594091,22.86059705898528
10,1.575698349826642,22.936917816148185
11,1.5630580452622236,22.927479982637347
12,1.5619553364457834,22.88866086033399
13,1.5499335659694502,22.88006885419805
14,1.5452749842361193,23.07312866641619
15,1.5415093287188424,23.181769773126916
16,1.5329153631891344,23.044593967938013
17,1.5270932434767706,23.135823270454495
18,1.5243545559617309,23.07397318589488
19,1.5226732443545046,23.216010441277707
20,1.5147870920876794,23.31610580868075
21,1.5180118359305002,23.229483570546318
22,1.5119761503917373,23.283989327453877
23,1.5063142079101957,23.379547766408855
24,1.501123995660855,23.261039836232058
25,1.4970699881309668,23.408921643789554
26,1.4996119602911029,23.265176003484644
27,1.493204581141225,23.481620127917083
28,1.4926544741390106,23.505564001724416
29,1.4914208687542827,23.36550341347272
30,1.4850145987276344,23.47807932591614
31,1.4877421854736321,23.576036609998084
32,1.4841624802355762,23.482721267530327
33,1.4809519470937431,23.50374177533682
34,1.476154002071544,23.58280993196532
35,1.475325963855973,23.529384987784155
36,1.4759235571634204,23.59188531474035
37,1.4706949728742877,23.603643138136125
38,1.4672597702759909,23.688402332622232
39,1.4646793545504893,23.75247175355468
40,1.4602599018836064,23.699337216826695
41,1.4652749680300559,23.815478072855175
42,1.4584155796791642,23.601036718982293
43,1.4602114452147565,23.508881698431054
44,1.4575849150445261,23.728930330308753
45,1.4574982041146625,23.189826250262588
46,1.4530544251233186,23.722674226794915
47,1.4522875584394201,23.79996566092462
48,1.4465395621096186,23.719127866235105
49,1.4507146033080152,23.767212506724295
50,1.4447932614124317,23.83575716700047
51,1.443580299261955,23.87439389227891
52,1.4383535307687207,23.667081989610743
53,1.441079258803476,23.81305650303165
54,1.4390480574410285,23.826598351346696
55,1.4325857809828053,23.68376420570531
56,1.4363563517375086,23.843462909970505
57,1.431520352249065,23.97232861515132
58,1.4288567093659772,23.89681346755501
59,1.4259046124271264,23.754200029398213
60,1.429699037437504,23.992723785084806
61,1.4261435593417802,23.780750267863702
62,1.4212741373832465,23.695155818163688
63,1.4184922589120945,23.980934735667137
64,1.4182189487276375,23.8041145801652
65,1.4166330303012507,23.754984494642827
66,1.4098123053376546,23.95413223672111
67,1.4121050213637774,23.83572190829861
68,1.4100888327424175,23.858862679340408
69,1.4100568875138435,23.948667464906965
70,1.4049652861424857,23.917515339148565
71,1.4011308020424507,23.916073983034998
72,1.4006398571801242,23.956693805934247
73,1.4055890921421916,23.879710435856495
74,1.3984946450068338,24.059226655897977
75,1.3993645275903825,23.940668807682687
76,1.3940509089308344,23.799020923899217
77,1.397742884524106,23.717927707980007
78,1.3917420185883067,23.71486428809388
79,1.3920208481628693,23.746810524831407
80,1.389427855380484,23.934619297273564
81,1.3871497505985617,24.021841805270405
82,1.3847058304632593,23.75622323583597
83,1.3838166188086674,23.82263689722883
84,1.3827642096366934,24.01093444138192
85,1.3769672135205189,23.87413781710111
86,1.377448332199527,23.862200212472825
87,1.3762258595319308,23.99687804490156
88,1.377186721691583,24.01513960015932
89,1.3722262805794614,23.949276617564436
90,1.3743671959731196,24.106579364973456
91,1.369859078297699,23.904101991635656
92,1.3682085484363808,23.958993305445308
93,1.367179000745118,24.066097688610856
94,1.3665458039144192,23.987905767944024
95,1.3641956051688795,24.013111162136738
96,1.3613497561319368,24.040385593630063
97,1.358457527528805,24.004771797951065
98,1.3573751267300942,23.92626031464481
99,1.3548140171874523,24.053259215975714
100,1.355516080747882,23.980471086462472
101,1.3550987862456572,24.058826003693852
102,1.3519174536577159,24.012134054680267
103,1.3477116683835466,23.991505697752565
104,1.3481369127148726,23.91822748863218
105,1.3490448187702504,24.192624166933385
106,1.3440602945206186,23.929231364361456
107,1.3437922848580117,23.968669939004904
108,1.3432001627801173,24.108597394322068
109,1.3429941243050971,24.085298367839467
110,1.3408640278697206,24.21063351620628
111,1.3388864282490598,24.050268166346267
112,1.3381688555600608,24.147781583153648
113,1.3359755205039314,24.069961050513353
114,1.3344888066177893,24.035177278463443
115,1.3359747709159187,24.135707793833017
116,1.3322237185366106,24.092334195474177
117,1.3273096832167217,24.011376946264605
118,1.3294258407482908,23.965712894676788
119,1.325035619629715,24.10000996582285
120,1.3259816345107733,24.12553426870688
121,1.322354022873948,24.074734381200464
122,1.3219220341578573,23.93951197348938
123,1.3195339220898719,24.062675632686194
124,1.3196173366444612,23.93548806732772
125,1.3183722585577078,24.027333279965404
126,1.318023117436825,23.98669154980472
127,1.316671152963209,23.97534522325244
128,1.3110250457668526,24.08932450832381
129,1.3101267293835628,23.93167347905454
130,1.3074303263571976,24.066607931617828
131,1.3095222181226247,23.948673077961512
132,1.3103413566494757,23.99679074282988
133,1.3066797684577827,24.016066898568653
134,1.3061753181366254,24.045362683646776
