Experiment,n_folds,psnr_roi_mean,psnr_roi_std,ssim_roi_mean,ssim_roi_std,mae_mean,mae_std,calibration_bias_mean,calibration_bias_std,variance_ratio_mean,variance_ratio_std,psnr_enh_mean,psnr_enh_std,ssim_enh_mean,ssim_enh_std,grad_enh_mean,grad_enh_std,lpips_mean,lpips_std,lpips_enh_mean,lpips_enh_std,sharpness_pred_mean,sharpness_pred_std,sharpness_gt_mean,sharpness_gt_std,sharpness_ratio_mean,sharpness_ratio_std,sharpness_ratio_enh_mean,sharpness_ratio_enh_std,total_params_mean,total_params_std,trainable_params_mean,trainable_params_std,gflops_mean,gflops_std,avg_inference_time_ms_per_slice_mean,avg_inference_time_ms_per_slice_std,throughput_slices_per_sec_mean,throughput_slices_per_sec_std
EXP-RESVIT_Dalmaz2022,5,24.186396553975335,0.22192424167717772,0.7410211006172969,0.00684000479446578,0.1950687370705448,0.005293704362342332,-0.0260694658438831,0.01727284170906877,0.9107107730033077,0.007835800380277697,17.341006151836744,0.30558888557030944,0.58056635758217,0.009675606424503772,1.27446246656885,0.02445268075837265,0.18286210781171522,0.01859501232384183,0.02851384884112284,0.0032843984702700954,0.34262139300717814,0.04359092453148558,0.5997624060068767,0.0,0.574155136198582,0.07351687373330641,0.5973502942660488,0.07339925266816355,301362689.0,0.0,301362689.0,0.0,120.21071872,0.0,26.857605200028047,0.15012444753634763,37.23432780078541,0.20712986623484364
