epoch,train_loss,val_psnr
1,0.2959444839568123,21.469865287749126
2,0.22431627623730518,21.678711660404268
3,0.20982600947921098,21.931977041189153
4,0.20244901696653342,22.01219664655532
5,0.19560320425467986,22.273010022961408
6,0.18855218800683163,22.218147720085195
7,0.1837383076875805,22.23099578876751
8,0.17906305949364307,22.17203229364253
9,0.17673425984067997,22.420130947475094
10,0.17455902221217698,22.31689099048139
11,0.1696745862547052,22.40959329506982
12,0.16743317570331995,22.20318198953468
13,0.1643262746066473,22.57342018136699
14,0.16288263118819246,22.537018432720473
15,0.16169299118948002,22.561447922297816
16,0.15666439672723464,22.347804960521987
17,0.15449340723056657,22.531500585324345
18,0.1514369384043714,22.665635719364772
19,0.1486247819213001,22.40165064657721
20,0.14560369081704,22.63418023060808
21,0.1443664082580991,22.522942424208413
22,0.1414980771765163,22.60547160437428
23,0.13911459972303086,22.432874841262993
24,0.13579348846192285,22.62220348365977
25,0.13494413421852255,22.506314551521868
26,0.13387121779461708,22.379508797290292
27,0.13054789708157272,22.429624214307232
28,0.12647779036551268,22.544153038574876
29,0.12478362519545441,22.425061331492486
30,0.12312025599505402,22.447615785167347
31,0.12066580697172959,22.58588582664854
32,0.11843632018761488,22.487312422477594
33,0.11931131548587429,22.594015844095022
34,0.11568815419862703,22.42647153531359
35,0.11293969101425763,22.476410859172983
36,0.11241915998531675,22.280140253133656
37,0.11178094130009236,22.521174087632357
38,0.11044284274723358,22.431750234850323
39,0.10855503988492465,22.480454662667313
40,0.10739877269238778,22.40767943901282
41,0.10607104333724496,22.45104699315979
42,0.10512245350998706,22.51279830270476
