epoch,lr,train_loss,val_psnr,val_lpips,nan_batches,d_loss,g_loss
1,0.0001,1.753238925783653,21.6137056350708,0.2576004322618246,1,0.0,0.0
2,9.999506529926642e-05,1.5595525419339538,22.068241477012634,0.22644197894260287,0,0.0,0.0
3,9.998026241462927e-05,1.532833555713296,22.027194678783417,0.22689618775621057,0,0.0,0.0
4,9.99555949984788e-05,1.5123364981263876,22.70516747236252,0.20179742411710322,0,0.0,0.0
5,9.992106913713087e-05,1.4964158684015274,22.55820083618164,0.2024919087998569,0,0.0,0.0
6,9.987669334932513e-05,1.4841426275670528,22.644904732704163,0.18912064307369292,0,0.0,0.0
7,9.98224785841232e-05,1.466580486856401,22.054719746112823,0.20529812830500305,0,0.0,0.0
8,9.97584382182072e-05,1.4515056209638715,22.702102601528168,0.19366780621930957,0,0.0,0.0
9,9.968458805257911e-05,1.436184317804873,22.61534994840622,0.1884728060103953,0,0.0,0.0
10,9.96009463086623e-05,1.42539631575346,22.695796310901642,0.20006744586862624,0,0.0,0.0
11,9.950753362380551e-05,1.446464960463345,22.578841149806976,0.1966388886794448,0,0.0,0.0
12,9.940437304619096e-05,1.4283413933590055,22.938322842121124,0.1918918949086219,0,0.0,0.0
13,9.929149002914754e-05,1.4059924557805061,22.569716334342957,0.1903268990572542,0,0.0,0.0
14,9.916891242487063e-05,1.3979719253256917,22.759851276874542,0.19845802476629615,0,0.0,0.0
15,9.90366704775499e-05,1.384121780283749,22.782552301883698,0.18806669302284718,0,0.0,0.0
16,9.889479681590706e-05,1.3720365987987968,22.838941752910614,0.1900561316870153,1,0.0,0.0
17,9.874332644514523e-05,1.3627348011359572,23.165310442447662,0.18814354063943028,0,0.0,0.0
18,9.858229673831191e-05,1.350765691138804,22.842222809791565,0.18801484140567482,0,0.0,0.0
19,9.841174742707771e-05,1.3464267244562507,22.958167016506195,0.1886168762575835,0,0.0,0.0
20,9.823172059193318e-05,1.3376543670892715,22.932021379470825,0.19037631899118423,0,0.0,0.0
21,9.804226065180612e-05,1.329882314428687,22.93232899904251,0.18738253391347826,0,0.0,0.0
22,9.784341435310179e-05,1.3259221808984876,22.937807381153107,0.19773898925632238,0,0.0,0.0
23,9.7635230758169e-05,1.3161845980212092,23.004145085811615,0.19290411612018943,0,0.0,0.0
24,9.741776123319468e-05,1.3131976528093219,23.054985642433167,0.19174041785299778,0,0.0,0.0
25,9.719105943553004e-05,1.3048069886863232,23.17201328277588,0.1901097686495632,0,0.0,0.0
26,9.695518130045145e-05,1.2996438601985574,22.896027863025665,0.18897545337677002,0,0.0,0.0
27,9.671018502735923e-05,1.2945236777886748,23.09417700767517,0.18839801335707307,0,0.0,0.0
28,9.64561310654178e-05,1.2879421571269631,23.225497901439667,0.18834586907178164,0,0.0,0.0
29,9.619308209864077e-05,1.2825452266260982,23.09076100587845,0.19339085929095745,0,0.0,0.0
30,9.592110303042461e-05,1.2782951993867755,22.996670842170715,0.19282109942287207,0,0.0,0.0
31,9.56402609675347e-05,1.2731394916772842,23.13359534740448,0.19383565871976316,0,0.0,0.0
32,9.535062520354773e-05,1.2710042140615267,22.906744837760925,0.19305209256708622,1,0.0,0.0
33,9.505226720175452e-05,1.2659969022497535,23.06349152326584,0.19503343338146806,0,0.0,0.0
34,9.474526057752763e-05,1.262792356312275,23.1502822637558,0.1890262681990862,0,0.0,0.0
35,9.442968108015773e-05,1.2603462859988213,23.103246927261353,0.19244434079155326,0,0.0,0.0
36,9.410560657416367e-05,1.2534668827429414,23.23954874277115,0.19109367881901562,0,0.0,0.0
37,9.377311702008058e-05,1.2521698754280806,23.28135895729065,0.19296080013737082,0,0.0,0.0
38,9.343229445473079e-05,1.2509661484509706,23.04500722885132,0.19831441226415336,0,0.0,0.0
39,9.308322297098245e-05,1.2450533006340265,23.113578259944916,0.19383380468934774,0,0.0,0.0
40,9.272598869700092e-05,1.242469247430563,23.21699297428131,0.18832885334268212,0,0.0,0.0
41,9.236067977499788e-05,1.240242887288332,23.132791221141815,0.18961544707417488,0,0.0,0.0
42,9.198738633948361e-05,1.2365275863558054,23.09727257490158,0.19410881865769625,0,0.0,0.0
43,9.16062004950276e-05,1.2348275505937636,23.09141516685486,0.19445697264745831,0,0.0,0.0
44,9.121721629353316e-05,1.2331781461834908,23.103783547878265,0.19281070376746356,0,0.0,0.0
45,9.082052971103155e-05,1.2301791682839394,23.035400927066803,0.19711132859811187,0,0.0,0.0
46,9.041623862400122e-05,1.227101856842637,23.25332099199295,0.19449069537222385,0,0.0,0.0
47,9.000444278521836e-05,1.2246511531993747,23.270030081272125,0.18871912523172796,0,0.0,0.0
48,8.958524379914436e-05,1.2222819004471845,23.402453362941742,0.1942805522121489,1,0.0,0.0
49,8.915874509685644e-05,1.219599544070661,23.23609071969986,0.18995329411700368,0,0.0,0.0
50,8.872505191052754e-05,1.2164542487287147,23.2218519449234,0.19322051852941513,1,0.0,0.0
51,8.828427124746188e-05,1.216756914742291,23.145266473293304,0.19809689512476325,0,0.0,0.0
52,8.783651186369255e-05,1.2146424008533359,23.20695525407791,0.19205945497378707,0,0.0,0.0
53,8.738188423714753e-05,1.2117561884224415,23.192130267620087,0.19630511570721865,0,0.0,0.0
54,8.692050054039092e-05,1.2092506238259375,23.284661948680878,0.1890491188969463,0,0.0,0.0
55,8.645247461294605e-05,1.2068554926663637,23.214149355888367,0.19607543060556054,0,0.0,0.0
56,8.597792193320733e-05,1.205065823160112,23.35007804632187,0.1904862008523196,0,0.0,0.0
57,8.549695958994756e-05,1.205093590542674,23.25571757555008,0.19265712704509497,0,0.0,0.0
58,8.500970625342818e-05,1.2022514743730426,23.31588965654373,0.19465548521839082,0,0.0,0.0
59,8.451628214611904e-05,1.199723295867443,23.059300124645233,0.19625396467745304,0,0.0,0.0
60,8.401680901303533e-05,1.1991842538118362,23.252336025238037,0.19439512537792325,0,0.0,0.0
61,8.35114100916989e-05,1.194981220178306,23.115509569644928,0.18917732569389045,0,0.0,0.0
62,8.300021008173112e-05,1.1956811724230647,23.155215680599213,0.19762450689449906,0,0.0,0.0
63,8.24833351140852e-05,1.1937854457646608,23.378085792064667,0.1989015934523195,0,0.0,0.0
64,8.196091271992524e-05,1.1911544762551785,23.266524374485016,0.19835763331502676,0,0.0,0.0
65,8.143307179915983e-05,1.1907134177163243,23.192090690135956,0.19887076411396265,0,0.0,0.0
66,8.089994258863792e-05,1.1875838463700663,23.190772354602814,0.19860688946209848,1,0.0,0.0
67,8.036165663001482e-05,1.185170978307724,23.298475086688995,0.19864126574248075,0,0.0,0.0
68,7.981834673729628e-05,1.1844629039987922,23.173193871974945,0.1978194434195757,0,0.0,0.0
69,7.927014696406858e-05,1.183009629137814,23.192346572875977,0.1969883143901825,0,0.0,0.0
70,7.871719257042292e-05,1.1823416417464614,23.251152336597443,0.19655004423111677,0,0.0,0.0
71,7.815961998958186e-05,1.1790118534117937,23.288214683532715,0.1965624273288995,0,0.0,0.0
72,7.75975667942366e-05,1.1783285778947175,23.229862689971924,0.19601321872323751,0,0.0,0.0
73,7.70311716626029e-05,1.176733450498432,23.190032482147217,0.1958271423354745,0,0.0,0.0
74,7.646057434420435e-05,1.1749035604298115,23.327338874340057,0.19664212968200445,0,0.0,0.0
75,7.588591562539122e-05,1.1740020862780511,23.219682037830353,0.19653287855908275,0,0.0,0.0
76,7.53073372946036e-05,1.1740974467247725,23.200356602668762,0.19719375111162663,0,0.0,0.0
77,7.472498210738713e-05,1.1706897085532546,23.18447995185852,0.19861485995352268,0,0.0,0.0
78,7.413899375117029e-05,1.1683271955698729,23.297809422016144,0.19860456651076674,0,0.0,0.0
79,7.354951680981167e-05,1.1680165133439004,23.251284956932068,0.19239903171546757,0,0.0,0.0
80,7.295669672792599e-05,1.1676948918029666,23.172914803028107,0.20115528302267194,0,0.0,0.0
81,7.236067977499791e-05,1.1666032127508028,23.286820590496063,0.19825263298116624,1,0.0,0.0
82,7.176161300929218e-05,1.1640300108119845,23.218973755836487,0.19864043267443776,0,0.0,0.0
83,7.115964424156919e-05,1.161961262114346,23.307169437408447,0.19943161541596055,0,0.0,0.0
84,7.055492199861492e-05,1.1612225584685802,23.18953788280487,0.2007530746050179,0,0.0,0.0
85,6.99475954865942e-05,1.1589461932890117,23.21614307165146,0.19656904321163893,0,0.0,0.0
86,6.933781455423624e-05,1.1582081522792578,23.20349895954132,0.1970138349570334,0,0.0,0.0
87,6.872572965586174e-05,1.1570409233681858,23.320633709430695,0.20061525283381343,0,0.0,0.0
88,6.811149181426054e-05,1.1544651901349425,23.127561688423157,0.20002691983245313,0,0.0,0.0
89,6.749525258342903e-05,1.1541920993477106,23.240159571170807,0.20196555694565177,0,0.0,0.0
90,6.687716401117642e-05,1.1511935158632696,23.222678124904633,0.19761281739920378,0,0.0,0.0
91,6.625737860160928e-05,1.1494084307923913,23.14167755842209,0.19898433261550963,0,0.0,0.0
92,6.563604927750336e-05,1.1486899158917367,23.22958892583847,0.1948632700368762,0,0.0,0.0
