epoch,lr,train_loss,val_psnr,val_lpips,nan_batches,d_loss,g_loss
1,0.0001,1.287781335779878,22.718828419276647,0.24459350151675088,3,0.0,0.0
2,9.999506529926642e-05,0.9429079771041871,22.501796776907785,0.26368041251386914,0,0.0,0.0
3,9.998026241462927e-05,0.9206893086433411,23.057192066737585,0.22310991159507207,0,0.0,0.0
4,9.99555949984788e-05,0.9056563258171082,23.23803618294852,0.20292444740022933,0,0.0,0.0
5,9.992106913713087e-05,0.8927458906173706,23.16311236790248,0.2121795471225466,0,0.0,0.0
6,9.987669334932513e-05,0.8867478203773499,23.4042779650007,0.23211998088019234,0,0.0,0.0
7,9.98224785841232e-05,0.8700393881797791,22.598495537894113,0.2163462098155703,0,0.0,0.0
8,9.97584382182072e-05,0.8602697367668152,23.534094837733676,0.21728313565254212,0,0.0,0.0
9,9.968458805257911e-05,0.8487600393295288,23.380636760166713,0.21759765914508275,0,0.0,0.0
10,9.96009463086623e-05,0.8375829339027405,23.72933213370187,0.2230650897536959,0,0.0,0.0
11,9.950753362380551e-05,0.8574769291877746,23.555842808314733,0.2285017716033118,0,0.0,0.0
12,9.940437304619096e-05,0.8426761431694031,23.75390374319894,0.23271551643099103,0,0.0,0.0
13,9.929149002914754e-05,0.8202058925628662,23.80616247994559,0.21890608072280884,0,0.0,0.0
14,9.916891242487063e-05,0.8078423519134521,23.624368122645787,0.21714889449732644,0,0.0,0.0
15,9.90366704775499e-05,0.7920297970771789,23.912310791015624,0.2172148883342743,0,0.0,0.0
16,9.889479681590706e-05,0.777967052936554,23.79558437892369,0.223598022546087,0,0.0,0.0
17,9.874332644514523e-05,0.7599857877339086,23.665960638863698,0.2279159013714109,1,0.0,0.0
18,9.858229673831191e-05,0.7469195885658264,23.8648138318743,0.21796994294439043,0,0.0,0.0
19,9.841174742707771e-05,0.7395329072475433,23.97715732029506,0.22311755674225944,0,0.0,0.0
20,9.823172059193318e-05,0.7241929969787597,24.033399963378905,0.2185067104441779,0,0.0,0.0
21,9.804226065180612e-05,0.7161252894401551,24.077956880841935,0.21836672467844828,0,0.0,0.0
22,9.784341435310179e-05,0.7032711157798767,23.790145220075335,0.21652899767671313,0,0.0,0.0
23,9.7635230758169e-05,0.6972095947265625,24.02556621006557,0.2254983331475939,0,0.0,0.0
24,9.741776123319468e-05,0.6827767729759217,24.110673904418945,0.22039317616394588,0,0.0,0.0
25,9.719105943553004e-05,0.6752000641822815,24.00476063319615,0.21477838371481214,0,0.0,0.0
26,9.695518130045145e-05,0.6695076856613159,24.216794313703264,0.215605737056051,0,0.0,0.0
27,9.671018502735923e-05,0.6593110520839691,24.109596034458704,0.20934954285621643,0,0.0,0.0
28,9.64561310654178e-05,0.6517340927124023,23.947324534824915,0.22103008542742048,0,0.0,0.0
29,9.619308209864077e-05,0.644201858997345,24.397845458984374,0.2192346236535481,0,0.0,0.0
30,9.592110303042461e-05,0.636161464214325,23.799811826433455,0.22433356089251383,0,0.0,0.0
31,9.56402609675347e-05,0.6283293702602386,24.065134375435964,0.22616192996501921,0,0.0,0.0
32,9.535062520354773e-05,0.6250765793323517,24.160198756626674,0.22370721868106297,0,0.0,0.0
33,9.505226720175452e-05,0.6173449549674987,24.10549627031599,0.22062190217631203,0,0.0,0.0
34,9.474526057752763e-05,0.611567938279721,24.108059801374164,0.2159624355179923,1,0.0,0.0
35,9.442968108015773e-05,0.6027076425552368,24.0755678994315,0.2243859989302499,0,0.0,0.0
36,9.410560657416367e-05,0.5981924562454224,23.955020359584264,0.2217144250869751,0,0.0,0.0
37,9.377311702008058e-05,0.5908796355724335,23.969721221923827,0.21493819590125765,0,0.0,0.0
38,9.343229445473079e-05,0.5847857487201691,24.098285566057477,0.22436146225248063,0,0.0,0.0
39,9.308322297098245e-05,0.5812026002407074,24.044198444911412,0.21889107333762306,0,0.0,0.0
40,9.272598869700092e-05,0.5738421576023102,23.969928686959403,0.2245826325246266,0,0.0,0.0
41,9.236067977499788e-05,0.5694075825214386,24.041343198503768,0.22787229887076788,0,0.0,0.0
42,9.198738633948361e-05,0.5657287826538085,24.126089532034737,0.22806823807103294,0,0.0,0.0
43,9.16062004950276e-05,0.5630620472431183,24.07171952383859,0.21814592587096351,0,0.0,0.0
44,9.121721629353316e-05,0.5569056308269501,23.979804720197404,0.22538312673568725,0,0.0,0.0
45,9.082052971103155e-05,0.5505946609973907,24.003087506975447,0.22995111473969052,0,0.0,0.0
46,9.041623862400122e-05,0.54567298412323,24.092270932878765,0.23443724640778132,0,0.0,0.0
47,9.000444278521836e-05,0.5438593854904175,23.88937018258231,0.22236098859991346,0,0.0,0.0
48,8.958524379914436e-05,0.5392226467132568,24.11445770263672,0.22099300622940063,0,0.0,0.0
49,8.915874509685644e-05,0.5359566094875335,24.01257771083287,0.22159271495682853,0,0.0,0.0
50,8.872505191052754e-05,0.5319415410199473,24.076688058035714,0.21899018777268273,1,0.0,0.0
51,8.828427124746188e-05,0.5287264461517334,23.934708895002093,0.22359500101634433,0,0.0,0.0
52,8.783651186369255e-05,0.5242057988643646,24.042379924229213,0.22370906216757638,0,0.0,0.0
53,8.738188423714753e-05,0.5204674048423767,23.882864815848215,0.22404753310339792,0,0.0,0.0
54,8.692050054039092e-05,0.5131993424892426,23.829478563581194,0.22922098210879735,0,0.0,0.0
55,8.645247461294605e-05,0.511984533548355,23.925325284685407,0.22525890256677356,0,0.0,0.0
56,8.597792193320733e-05,0.5096390402317047,24.01562865121024,0.22980885590825761,0,0.0,0.0
