epoch,lr,train_loss,val_psnr,val_lpips,d_loss,g_loss
48,8.958524379914436e-05,0.5064129063677969,24.200012908560737,0.2433670034735029,0.0,0.0
49,8.915874509685644e-05,0.5048334042622104,23.88414006232007,0.25057472111150286,0.0,0.0
50,8.872505191052754e-05,0.49840930839366,24.23888015054531,0.24616927838104052,0.0,0.0
51,8.828427124746188e-05,0.4918804468715077,23.927056768937973,0.25609007598167693,0.0,0.0
52,8.783651186369255e-05,0.4900855288113486,24.17469416336359,0.24428023348368333,0.0,0.0
53,8.738188423714753e-05,0.4889912046994977,24.165935127983143,0.24171428162616843,0.0,0.0
54,8.692050054039092e-05,0.4845767538159855,24.217018883461712,0.2505666438306432,0.0,0.0
55,8.645247461294605e-05,0.47827730222690507,24.167734248204447,0.24950517877193856,0.0,0.0
56,8.597792193320733e-05,0.47448017259616637,24.014049686655166,0.24926601300610832,0.0,0.0
57,8.549695958994756e-05,0.4708339867215191,23.94813226288075,0.24998280185982133,0.0,0.0
58,8.500970625342818e-05,0.4681780783755554,23.935632317379998,0.25753872983249965,0.0,0.0
59,8.451628214611904e-05,0.4664166144951574,23.760677330857717,0.2581441380410375,0.0,0.0
60,8.401680901303533e-05,0.4649626321420633,24.12320926521982,0.25057192863389594,0.0,0.0
61,8.35114100916989e-05,0.46366480942831517,24.215330116982702,0.2570419672674375,0.0,0.0
62,8.300021008173112e-05,0.4591196980109084,24.02392484795954,0.2523500152275608,0.0,0.0
63,8.24833351140852e-05,0.4566106476418464,24.172497224713272,0.2473850539045601,0.0,0.0
64,8.196091271992524e-05,0.44985217210031864,23.79061692784275,0.2576997313444362,0.0,0.0
65,8.143307179915983e-05,0.4533781938190154,24.05801794182187,0.25552156177100216,0.0,0.0
66,8.089994258863792e-05,0.44868974729763145,23.919807917708876,0.25263103239470813,0.0,0.0
67,8.036165663001482e-05,0.4466458656430556,24.06827233853002,0.2590731381629786,0.0,0.0
68,7.981834673729628e-05,0.4423967923764125,23.91808443748476,0.25551915544634374,0.0,0.0
69,7.927014696406858e-05,0.4407152680998136,23.915542323227672,0.2544922495864175,0.0,0.0
70,7.871719257042292e-05,0.4361043040403528,24.075385550023523,0.2543385172866567,0.0,0.0
71,7.815961998958186e-05,0.4366415812619895,24.03925142963764,0.2511413292507878,0.0,0.0
72,7.75975667942366e-05,0.4340376388679412,23.95665396959567,0.260109401100637,0.0,0.0
73,7.70311716626029e-05,0.4322361156594672,24.031521599579165,0.25852951527770235,0.0,0.0
74,7.646057434420435e-05,0.429402888502101,24.099007953842804,0.25319989231232254,0.0,0.0
75,7.588591562539122e-05,0.4273033508912613,24.065122161528965,0.25033208933557993,0.0,0.0
76,7.53073372946036e-05,0.4264905700342401,23.916491038437364,0.2571408309372134,0.0,0.0
77,7.472498210738713e-05,0.42517602607186666,24.075504568578175,0.26191144152378787,0.0,0.0
78,7.413899375117029e-05,0.4193766357563211,24.021361480389125,0.25008277545323215,0.0,0.0
79,7.354951680981167e-05,0.4166031281614807,24.03635765478844,0.258766499087787,0.0,0.0
80,7.295669672792599e-05,0.4153680898810925,24.087668766223974,0.2586884676671016,0.0,0.0
81,7.236067977499791e-05,0.4156736013556774,24.031215224893145,0.25669323113464293,0.0,0.0
82,7.176161300929218e-05,0.41179894396348554,24.126952627645508,0.25801391253592704,0.0,0.0
83,7.115964424156919e-05,0.41248244449176646,24.008557285533687,0.25747863515241187,0.0,0.0
84,7.055492199861492e-05,0.40928905030790935,23.99502611837098,0.2582251211688808,0.0,0.0
85,6.99475954865942e-05,0.40725871416648546,24.134085893547486,0.2572186528901473,0.0,0.0
86,6.933781455423624e-05,0.40572989794346326,24.0001953056428,0.26252995934819284,0.0,0.0
87,6.872572965586174e-05,0.4027275948202293,24.17168611108348,0.25820633761658013,0.0,0.0
88,6.811149181426054e-05,0.4041503891621565,23.90499790053607,0.25695192210485357,0.0,0.0
89,6.749525258342903e-05,0.40235909721016666,24.174764299297582,0.2582940730991797,0.0,0.0
